Output of KNN.py

|    k    |     li     |     iteration     |      correct train      |      correct test      |

   k = 3,    li = 1,      iteration = 86,       correct train = 50,       correct test = 49
   k = 3,    li = 1,      iteration = 87,       correct train = 47,       correct test = 45
   k = 3,    li = 1,      iteration = 88,       correct train = 48,       correct test = 45
   k = 3,    li = 1,      iteration = 89,       correct train = 48,       correct test = 44
   k = 3,    li = 1,      iteration = 90,       correct train = 48,       correct test = 47
   k = 3,    li = 1,      iteration = 91,       correct train = 48,       correct test = 45
   k = 3,    li = 1,      iteration = 92,       correct train = 48,       correct test = 47
   k = 3,    li = 1,      iteration = 93,       correct train = 48,       correct test = 44
   k = 3,    li = 1,      iteration = 94,       correct train = 48,       correct test = 41
   k = 3,    li = 1,      iteration = 95,       correct train = 48,       correct test = 46
   k = 3,    li = 1,      iteration = 96,       correct train = 46,       correct test = 43
   k = 3,    li = 1,      iteration = 97,       correct train = 49,       correct test = 47
   k = 3,    li = 1,      iteration = 98,       correct train = 50,       correct test = 45
   k = 3,    li = 1,      iteration = 99,       correct train = 49,       correct test = 48
   k = 3,    li = 2,      iteration = 0,       correct train = 46,       correct test = 45
   k = 3,    li = 2,      iteration = 1,       correct train = 46,       correct test = 47
   k = 3,    li = 2,      iteration = 2,       correct train = 47,       correct test = 45
   k = 3,    li = 2,      iteration = 3,       correct train = 49,       correct test = 44
   k = 3,    li = 2,      iteration = 4,       correct train = 48,       correct test = 47
   k = 3,    li = 2,      iteration = 5,       correct train = 50,       correct test = 48
   k = 3,    li = 2,      iteration = 6,       correct train = 47,       correct test = 45
   k = 3,    li = 2,      iteration = 7,       correct train = 48,       correct test = 46
   k = 3,    li = 2,      iteration = 8,       correct train = 49,       correct test = 44
   k = 3,    li = 2,      iteration = 9,       correct train = 47,       correct test = 44
   k = 3,    li = 2,      iteration = 10,       correct train = 48,       correct test = 50
   k = 3,    li = 2,      iteration = 11,       correct train = 47,       correct test = 44
   k = 3,    li = 2,      iteration = 12,       correct train = 48,       correct test = 46
   k = 3,    li = 2,      iteration = 13,       correct train = 49,       correct test = 46
   k = 3,    li = 2,      iteration = 14,       correct train = 48,       correct test = 48
   k = 3,    li = 2,      iteration = 15,       correct train = 46,       correct test = 45
   k = 3,    li = 2,      iteration = 16,       correct train = 49,       correct test = 40
   k = 3,    li = 2,      iteration = 17,       correct train = 47,       correct test = 44
   k = 3,    li = 2,      iteration = 18,       correct train = 46,       correct test = 46
   k = 3,    li = 2,      iteration = 19,       correct train = 48,       correct test = 48
   k = 3,    li = 2,      iteration = 20,       correct train = 47,       correct test = 44
   k = 3,    li = 2,      iteration = 21,       correct train = 47,       correct test = 42
   k = 3,    li = 2,      iteration = 22,       correct train = 47,       correct test = 44
   k = 3,    li = 2,      iteration = 23,       correct train = 49,       correct test = 45
   k = 3,    li = 2,      iteration = 24,       correct train = 45,       correct test = 48
   k = 3,    li = 2,      iteration = 25,       correct train = 49,       correct test = 46
   k = 3,    li = 2,      iteration = 26,       correct train = 46,       correct test = 49
   k = 3,    li = 2,      iteration = 27,       correct train = 48,       correct test = 44
   k = 3,    li = 2,      iteration = 28,       correct train = 47,       correct test = 46
   k = 3,    li = 2,      iteration = 29,       correct train = 48,       correct test = 46
   k = 3,    li = 2,      iteration = 30,       correct train = 50,       correct test = 42
   k = 3,    li = 2,      iteration = 31,       correct train = 49,       correct test = 45
   k = 3,    li = 2,      iteration = 32,       correct train = 48,       correct test = 43
   k = 3,    li = 2,      iteration = 33,       correct train = 46,       correct test = 49
   k = 3,    li = 2,      iteration = 34,       correct train = 48,       correct test = 47
   k = 3,    li = 2,      iteration = 35,       correct train = 47,       correct test = 46
   k = 3,    li = 2,      iteration = 36,       correct train = 49,       correct test = 40
   k = 3,    li = 2,      iteration = 37,       correct train = 47,       correct test = 42
   k = 3,    li = 2,      iteration = 38,       correct train = 46,       correct test = 46
   k = 3,    li = 2,      iteration = 39,       correct train = 46,       correct test = 45
   k = 3,    li = 2,      iteration = 40,       correct train = 49,       correct test = 47
   k = 3,    li = 2,      iteration = 41,       correct train = 48,       correct test = 46
   k = 3,    li = 2,      iteration = 42,       correct train = 49,       correct test = 47
   k = 3,    li = 2,      iteration = 43,       correct train = 45,       correct test = 42
   k = 3,    li = 2,      iteration = 44,       correct train = 49,       correct test = 46
   k = 3,    li = 2,      iteration = 45,       correct train = 46,       correct test = 44
   k = 3,    li = 2,      iteration = 46,       correct train = 44,       correct test = 47
   k = 3,    li = 2,      iteration = 47,       correct train = 48,       correct test = 45
   k = 3,    li = 2,      iteration = 48,       correct train = 48,       correct test = 48
   k = 3,    li = 2,      iteration = 49,       correct train = 50,       correct test = 45
   k = 3,    li = 2,      iteration = 50,       correct train = 50,       correct test = 48
   k = 3,    li = 2,      iteration = 51,       correct train = 48,       correct test = 46
   k = 3,    li = 2,      iteration = 52,       correct train = 45,       correct test = 46
   k = 3,    li = 2,      iteration = 53,       correct train = 47,       correct test = 49
   k = 3,    li = 2,      iteration = 54,       correct train = 49,       correct test = 47
   k = 3,    li = 2,      iteration = 55,       correct train = 47,       correct test = 46
   k = 3,    li = 2,      iteration = 56,       correct train = 48,       correct test = 46
   k = 3,    li = 2,      iteration = 57,       correct train = 47,       correct test = 43
   k = 3,    li = 2,      iteration = 58,       correct train = 48,       correct test = 49
   k = 3,    li = 2,      iteration = 59,       correct train = 47,       correct test = 45
   k = 3,    li = 2,      iteration = 60,       correct train = 47,       correct test = 45
   k = 3,    li = 2,      iteration = 61,       correct train = 46,       correct test = 45
   k = 3,    li = 2,      iteration = 62,       correct train = 48,       correct test = 47
   k = 3,    li = 2,      iteration = 63,       correct train = 49,       correct test = 48
   k = 3,    li = 2,      iteration = 64,       correct train = 48,       correct test = 45
   k = 3,    li = 2,      iteration = 65,       correct train = 47,       correct test = 47
   k = 3,    li = 2,      iteration = 66,       correct train = 50,       correct test = 43
   k = 3,    li = 2,      iteration = 67,       correct train = 49,       correct test = 49
   k = 3,    li = 2,      iteration = 68,       correct train = 48,       correct test = 40
   k = 3,    li = 2,      iteration = 69,       correct train = 46,       correct test = 43
   k = 3,    li = 2,      iteration = 70,       correct train = 48,       correct test = 48
   k = 3,    li = 2,      iteration = 71,       correct train = 48,       correct test = 45
   k = 3,    li = 2,      iteration = 72,       correct train = 47,       correct test = 46
   k = 3,    li = 2,      iteration = 73,       correct train = 48,       correct test = 46
   k = 3,    li = 2,      iteration = 74,       correct train = 48,       correct test = 45
   k = 3,    li = 2,      iteration = 75,       correct train = 47,       correct test = 43
   k = 3,    li = 2,      iteration = 76,       correct train = 48,       correct test = 45
   k = 3,    li = 2,      iteration = 77,       correct train = 50,       correct test = 46
   k = 3,    li = 2,      iteration = 78,       correct train = 48,       correct test = 49
   k = 3,    li = 2,      iteration = 79,       correct train = 49,       correct test = 43
   k = 3,    li = 2,      iteration = 80,       correct train = 47,       correct test = 47
   k = 3,    li = 2,      iteration = 81,       correct train = 47,       correct test = 42
   k = 3,    li = 2,      iteration = 82,       correct train = 47,       correct test = 49
   k = 3,    li = 2,      iteration = 83,       correct train = 49,       correct test = 43
   k = 3,    li = 2,      iteration = 84,       correct train = 47,       correct test = 48
   k = 3,    li = 2,      iteration = 85,       correct train = 49,       correct test = 47
   k = 3,    li = 2,      iteration = 86,       correct train = 48,       correct test = 47
   k = 3,    li = 2,      iteration = 87,       correct train = 46,       correct test = 47
   k = 3,    li = 2,      iteration = 88,       correct train = 46,       correct test = 40
   k = 3,    li = 2,      iteration = 89,       correct train = 47,       correct test = 45
   k = 3,    li = 2,      iteration = 90,       correct train = 47,       correct test = 43
   k = 3,    li = 2,      iteration = 91,       correct train = 49,       correct test = 48
   k = 3,    li = 2,      iteration = 92,       correct train = 45,       correct test = 47
   k = 3,    li = 2,      iteration = 93,       correct train = 47,       correct test = 44
   k = 3,    li = 2,      iteration = 94,       correct train = 49,       correct test = 48
   k = 3,    li = 2,      iteration = 95,       correct train = 46,       correct test = 47
   k = 3,    li = 2,      iteration = 96,       correct train = 49,       correct test = 49
   k = 3,    li = 2,      iteration = 97,       correct train = 43,       correct test = 46
   k = 3,    li = 2,      iteration = 98,       correct train = 46,       correct test = 44
   k = 3,    li = 2,      iteration = 99,       correct train = 49,       correct test = 43
   k = 3,    li = INF,      iteration = 0,       correct train = 47,       correct test = 44
   k = 3,    li = INF,      iteration = 1,       correct train = 49,       correct test = 48
   k = 3,    li = INF,      iteration = 2,       correct train = 46,       correct test = 41
   k = 3,    li = INF,      iteration = 3,       correct train = 46,       correct test = 47
   k = 3,    li = INF,      iteration = 4,       correct train = 48,       correct test = 46
   k = 3,    li = INF,      iteration = 5,       correct train = 45,       correct test = 43
   k = 3,    li = INF,      iteration = 6,       correct train = 48,       correct test = 45
   k = 3,    li = INF,      iteration = 7,       correct train = 49,       correct test = 47
   k = 3,    li = INF,      iteration = 8,       correct train = 49,       correct test = 47
   k = 3,    li = INF,      iteration = 9,       correct train = 43,       correct test = 47
   k = 3,    li = INF,      iteration = 10,       correct train = 46,       correct test = 48
   k = 3,    li = INF,      iteration = 11,       correct train = 45,       correct test = 46
   k = 3,    li = INF,      iteration = 12,       correct train = 47,       correct test = 47
   k = 3,    li = INF,      iteration = 13,       correct train = 47,       correct test = 44
   k = 3,    li = INF,      iteration = 14,       correct train = 48,       correct test = 49
   k = 3,    li = INF,      iteration = 15,       correct train = 45,       correct test = 44
   k = 3,    li = INF,      iteration = 16,       correct train = 48,       correct test = 44
   k = 3,    li = INF,      iteration = 17,       correct train = 48,       correct test = 46
   k = 3,    li = INF,      iteration = 18,       correct train = 49,       correct test = 45
   k = 3,    li = INF,      iteration = 19,       correct train = 44,       correct test = 39
   k = 3,    li = INF,      iteration = 20,       correct train = 48,       correct test = 42
   k = 3,    li = INF,      iteration = 21,       correct train = 47,       correct test = 44
   k = 3,    li = INF,      iteration = 22,       correct train = 49,       correct test = 47
   k = 3,    li = INF,      iteration = 23,       correct train = 47,       correct test = 46
   k = 3,    li = INF,      iteration = 24,       correct train = 48,       correct test = 44
   k = 3,    li = INF,      iteration = 25,       correct train = 49,       correct test = 47
   k = 3,    li = INF,      iteration = 26,       correct train = 45,       correct test = 44
   k = 3,    li = INF,      iteration = 27,       correct train = 48,       correct test = 44
   k = 3,    li = INF,      iteration = 28,       correct train = 44,       correct test = 42
   k = 3,    li = INF,      iteration = 29,       correct train = 45,       correct test = 47
   k = 3,    li = INF,      iteration = 30,       correct train = 47,       correct test = 39
   k = 3,    li = INF,      iteration = 31,       correct train = 48,       correct test = 43
   k = 3,    li = INF,      iteration = 32,       correct train = 46,       correct test = 49
   k = 3,    li = INF,      iteration = 33,       correct train = 46,       correct test = 40
   k = 3,    li = INF,      iteration = 34,       correct train = 46,       correct test = 43
   k = 3,    li = INF,      iteration = 35,       correct train = 44,       correct test = 45
   k = 3,    li = INF,      iteration = 36,       correct train = 48,       correct test = 44
   k = 3,    li = INF,      iteration = 37,       correct train = 43,       correct test = 47
   k = 3,    li = INF,      iteration = 38,       correct train = 45,       correct test = 44
   k = 3,    li = INF,      iteration = 39,       correct train = 48,       correct test = 44
   k = 3,    li = INF,      iteration = 40,       correct train = 46,       correct test = 45
   k = 3,    li = INF,      iteration = 41,       correct train = 48,       correct test = 47
   k = 3,    li = INF,      iteration = 42,       correct train = 47,       correct test = 44
   k = 3,    li = INF,      iteration = 43,       correct train = 46,       correct test = 48
   k = 3,    li = INF,      iteration = 44,       correct train = 48,       correct test = 48
   k = 3,    li = INF,      iteration = 45,       correct train = 46,       correct test = 46
   k = 3,    li = INF,      iteration = 46,       correct train = 44,       correct test = 42
   k = 3,    li = INF,      iteration = 47,       correct train = 43,       correct test = 41
   k = 3,    li = INF,      iteration = 48,       correct train = 49,       correct test = 45
   k = 3,    li = INF,      iteration = 49,       correct train = 47,       correct test = 46
   k = 3,    li = INF,      iteration = 50,       correct train = 49,       correct test = 42
   k = 3,    li = INF,      iteration = 51,       correct train = 48,       correct test = 47
   k = 3,    li = INF,      iteration = 52,       correct train = 49,       correct test = 46
   k = 3,    li = INF,      iteration = 53,       correct train = 48,       correct test = 44
   k = 3,    li = INF,      iteration = 54,       correct train = 48,       correct test = 40
   k = 3,    li = INF,      iteration = 55,       correct train = 48,       correct test = 46
   k = 3,    li = INF,      iteration = 56,       correct train = 48,       correct test = 47
   k = 3,    li = INF,      iteration = 57,       correct train = 48,       correct test = 46
   k = 3,    li = INF,      iteration = 58,       correct train = 48,       correct test = 42
   k = 3,    li = INF,      iteration = 59,       correct train = 47,       correct test = 47
   k = 3,    li = INF,      iteration = 60,       correct train = 48,       correct test = 48
   k = 3,    li = INF,      iteration = 61,       correct train = 47,       correct test = 42
   k = 3,    li = INF,      iteration = 62,       correct train = 49,       correct test = 44
   k = 3,    li = INF,      iteration = 63,       correct train = 49,       correct test = 47
   k = 3,    li = INF,      iteration = 64,       correct train = 50,       correct test = 46
   k = 3,    li = INF,      iteration = 65,       correct train = 47,       correct test = 48
   k = 3,    li = INF,      iteration = 66,       correct train = 50,       correct test = 45
   k = 3,    li = INF,      iteration = 67,       correct train = 48,       correct test = 47
   k = 3,    li = INF,      iteration = 68,       correct train = 49,       correct test = 47
   k = 3,    li = INF,      iteration = 69,       correct train = 47,       correct test = 42
   k = 3,    li = INF,      iteration = 70,       correct train = 44,       correct test = 43
   k = 3,    li = INF,      iteration = 71,       correct train = 48,       correct test = 41
   k = 3,    li = INF,      iteration = 72,       correct train = 50,       correct test = 45
   k = 3,    li = INF,      iteration = 73,       correct train = 48,       correct test = 45
   k = 3,    li = INF,      iteration = 74,       correct train = 46,       correct test = 47
   k = 3,    li = INF,      iteration = 75,       correct train = 49,       correct test = 40
   k = 3,    li = INF,      iteration = 76,       correct train = 48,       correct test = 44
   k = 3,    li = INF,      iteration = 77,       correct train = 46,       correct test = 48
   k = 3,    li = INF,      iteration = 78,       correct train = 46,       correct test = 45
   k = 3,    li = INF,      iteration = 79,       correct train = 47,       correct test = 46
   k = 3,    li = INF,      iteration = 80,       correct train = 48,       correct test = 43
   k = 3,    li = INF,      iteration = 81,       correct train = 46,       correct test = 46
   k = 3,    li = INF,      iteration = 82,       correct train = 49,       correct test = 46
   k = 3,    li = INF,      iteration = 83,       correct train = 45,       correct test = 45
   k = 3,    li = INF,      iteration = 84,       correct train = 45,       correct test = 48
   k = 3,    li = INF,      iteration = 85,       correct train = 48,       correct test = 46
   k = 3,    li = INF,      iteration = 86,       correct train = 45,       correct test = 44
   k = 3,    li = INF,      iteration = 87,       correct train = 49,       correct test = 47
   k = 3,    li = INF,      iteration = 88,       correct train = 48,       correct test = 41
   k = 3,    li = INF,      iteration = 89,       correct train = 50,       correct test = 48
   k = 3,    li = INF,      iteration = 90,       correct train = 49,       correct test = 43
   k = 3,    li = INF,      iteration = 91,       correct train = 50,       correct test = 40
   k = 3,    li = INF,      iteration = 92,       correct train = 46,       correct test = 45
   k = 3,    li = INF,      iteration = 93,       correct train = 49,       correct test = 43
   k = 3,    li = INF,      iteration = 94,       correct train = 46,       correct test = 46
   k = 3,    li = INF,      iteration = 95,       correct train = 48,       correct test = 48
   k = 3,    li = INF,      iteration = 96,       correct train = 47,       correct test = 41
   k = 3,    li = INF,      iteration = 97,       correct train = 48,       correct test = 45
   k = 3,    li = INF,      iteration = 98,       correct train = 45,       correct test = 45
   k = 3,    li = INF,      iteration = 99,       correct train = 50,       correct test = 46
   k = 5,    li = 1,      iteration = 0,       correct train = 50,       correct test = 44
   k = 5,    li = 1,      iteration = 1,       correct train = 45,       correct test = 50
   k = 5,    li = 1,      iteration = 2,       correct train = 49,       correct test = 49
   k = 5,    li = 1,      iteration = 3,       correct train = 48,       correct test = 47
   k = 5,    li = 1,      iteration = 4,       correct train = 49,       correct test = 46
   k = 5,    li = 1,      iteration = 5,       correct train = 50,       correct test = 46
   k = 5,    li = 1,      iteration = 6,       correct train = 47,       correct test = 44
   k = 5,    li = 1,      iteration = 7,       correct train = 46,       correct test = 48
   k = 5,    li = 1,      iteration = 8,       correct train = 45,       correct test = 45
   k = 5,    li = 1,      iteration = 9,       correct train = 50,       correct test = 48
   k = 5,    li = 1,      iteration = 10,       correct train = 49,       correct test = 45
   k = 5,    li = 1,      iteration = 11,       correct train = 47,       correct test = 46
   k = 5,    li = 1,      iteration = 12,       correct train = 50,       correct test = 50
   k = 5,    li = 1,      iteration = 13,       correct train = 46,       correct test = 48
   k = 5,    li = 1,      iteration = 14,       correct train = 46,       correct test = 47
   k = 5,    li = 1,      iteration = 15,       correct train = 48,       correct test = 42
   k = 5,    li = 1,      iteration = 16,       correct train = 47,       correct test = 46
   k = 5,    li = 1,      iteration = 17,       correct train = 44,       correct test = 47
   k = 5,    li = 1,      iteration = 18,       correct train = 49,       correct test = 48
   k = 5,    li = 1,      iteration = 19,       correct train = 47,       correct test = 48
   k = 5,    li = 1,      iteration = 20,       correct train = 46,       correct test = 44
   k = 5,    li = 1,      iteration = 21,       correct train = 46,       correct test = 44
   k = 5,    li = 1,      iteration = 22,       correct train = 46,       correct test = 45
   k = 5,    li = 1,      iteration = 23,       correct train = 46,       correct test = 48
   k = 5,    li = 1,      iteration = 24,       correct train = 48,       correct test = 48
   k = 5,    li = 1,      iteration = 25,       correct train = 45,       correct test = 41
   k = 5,    li = 1,      iteration = 26,       correct train = 45,       correct test = 43
   k = 5,    li = 1,      iteration = 27,       correct train = 49,       correct test = 49
   k = 5,    li = 1,      iteration = 28,       correct train = 46,       correct test = 48
   k = 5,    li = 1,      iteration = 29,       correct train = 45,       correct test = 48
   k = 5,    li = 1,      iteration = 30,       correct train = 49,       correct test = 46
   k = 5,    li = 1,      iteration = 31,       correct train = 50,       correct test = 46
   k = 5,    li = 1,      iteration = 32,       correct train = 47,       correct test = 43
   k = 5,    li = 1,      iteration = 33,       correct train = 46,       correct test = 46
   k = 5,    li = 1,      iteration = 34,       correct train = 49,       correct test = 44
   k = 5,    li = 1,      iteration = 35,       correct train = 46,       correct test = 44
   k = 5,    li = 1,      iteration = 36,       correct train = 48,       correct test = 45
   k = 5,    li = 1,      iteration = 37,       correct train = 50,       correct test = 47
   k = 5,    li = 1,      iteration = 38,       correct train = 48,       correct test = 44
   k = 5,    li = 1,      iteration = 39,       correct train = 50,       correct test = 48
   k = 5,    li = 1,      iteration = 40,       correct train = 46,       correct test = 46
   k = 5,    li = 1,      iteration = 41,       correct train = 47,       correct test = 41
   k = 5,    li = 1,      iteration = 42,       correct train = 47,       correct test = 41
   k = 5,    li = 1,      iteration = 43,       correct train = 47,       correct test = 42
   k = 5,    li = 1,      iteration = 44,       correct train = 46,       correct test = 48
   k = 5,    li = 1,      iteration = 45,       correct train = 50,       correct test = 49
   k = 5,    li = 1,      iteration = 46,       correct train = 49,       correct test = 42
   k = 5,    li = 1,      iteration = 47,       correct train = 47,       correct test = 47
   k = 5,    li = 1,      iteration = 48,       correct train = 50,       correct test = 48
   k = 5,    li = 1,      iteration = 49,       correct train = 43,       correct test = 48
   k = 5,    li = 1,      iteration = 50,       correct train = 43,       correct test = 49
   k = 5,    li = 1,      iteration = 51,       correct train = 49,       correct test = 47
   k = 5,    li = 1,      iteration = 52,       correct train = 45,       correct test = 44
   k = 5,    li = 1,      iteration = 53,       correct train = 50,       correct test = 46
   k = 5,    li = 1,      iteration = 54,       correct train = 45,       correct test = 48
   k = 5,    li = 1,      iteration = 55,       correct train = 46,       correct test = 44
   k = 5,    li = 1,      iteration = 56,       correct train = 46,       correct test = 48
   k = 5,    li = 1,      iteration = 57,       correct train = 46,       correct test = 46
   k = 5,    li = 1,      iteration = 58,       correct train = 49,       correct test = 45
   k = 5,    li = 1,      iteration = 59,       correct train = 46,       correct test = 46
   k = 5,    li = 1,      iteration = 60,       correct train = 45,       correct test = 45
   k = 5,    li = 1,      iteration = 61,       correct train = 48,       correct test = 45
   k = 5,    li = 1,      iteration = 62,       correct train = 49,       correct test = 45
   k = 5,    li = 1,      iteration = 63,       correct train = 49,       correct test = 39
   k = 5,    li = 1,      iteration = 64,       correct train = 47,       correct test = 47
   k = 5,    li = 1,      iteration = 65,       correct train = 49,       correct test = 45
   k = 5,    li = 1,      iteration = 66,       correct train = 50,       correct test = 46
   k = 5,    li = 1,      iteration = 67,       correct train = 47,       correct test = 43
   k = 5,    li = 1,      iteration = 68,       correct train = 47,       correct test = 43
   k = 5,    li = 1,      iteration = 69,       correct train = 48,       correct test = 44
   k = 5,    li = 1,      iteration = 70,       correct train = 47,       correct test = 39
   k = 5,    li = 1,      iteration = 71,       correct train = 49,       correct test = 46
   k = 5,    li = 1,      iteration = 72,       correct train = 47,       correct test = 46
   k = 5,    li = 1,      iteration = 73,       correct train = 46,       correct test = 45
   k = 5,    li = 1,      iteration = 74,       correct train = 46,       correct test = 49
   k = 5,    li = 1,      iteration = 75,       correct train = 47,       correct test = 42
   k = 5,    li = 1,      iteration = 76,       correct train = 44,       correct test = 45
   k = 5,    li = 1,      iteration = 77,       correct train = 48,       correct test = 45
   k = 5,    li = 1,      iteration = 78,       correct train = 48,       correct test = 49
   k = 5,    li = 1,      iteration = 79,       correct train = 49,       correct test = 45
   k = 5,    li = 1,      iteration = 80,       correct train = 45,       correct test = 46
   k = 5,    li = 1,      iteration = 81,       correct train = 49,       correct test = 45
   k = 5,    li = 1,      iteration = 82,       correct train = 49,       correct test = 45
   k = 5,    li = 1,      iteration = 83,       correct train = 46,       correct test = 45
   k = 5,    li = 1,      iteration = 84,       correct train = 46,       correct test = 42
   k = 5,    li = 1,      iteration = 85,       correct train = 47,       correct test = 40
   k = 5,    li = 1,      iteration = 86,       correct train = 48,       correct test = 48
   k = 5,    li = 1,      iteration = 87,       correct train = 47,       correct test = 47
   k = 5,    li = 1,      iteration = 88,       correct train = 45,       correct test = 45
   k = 5,    li = 1,      iteration = 89,       correct train = 47,       correct test = 45
   k = 5,    li = 1,      iteration = 90,       correct train = 48,       correct test = 47
   k = 5,    li = 1,      iteration = 91,       correct train = 47,       correct test = 43
   k = 5,    li = 1,      iteration = 92,       correct train = 48,       correct test = 48
   k = 5,    li = 1,      iteration = 93,       correct train = 46,       correct test = 44
   k = 5,    li = 1,      iteration = 94,       correct train = 46,       correct test = 45
   k = 5,    li = 1,      iteration = 95,       correct train = 45,       correct test = 43
   k = 5,    li = 1,      iteration = 96,       correct train = 46,       correct test = 46
   k = 5,    li = 1,      iteration = 97,       correct train = 45,       correct test = 40
   k = 5,    li = 1,      iteration = 98,       correct train = 50,       correct test = 48
   k = 5,    li = 1,      iteration = 99,       correct train = 45,       correct test = 46
   k = 5,    li = 2,      iteration = 0,       correct train = 48,       correct test = 42
   k = 5,    li = 2,      iteration = 1,       correct train = 45,       correct test = 46
   k = 5,    li = 2,      iteration = 2,       correct train = 49,       correct test = 38
   k = 5,    li = 2,      iteration = 3,       correct train = 47,       correct test = 45
   k = 5,    li = 2,      iteration = 4,       correct train = 47,       correct test = 48
   k = 5,    li = 2,      iteration = 5,       correct train = 45,       correct test = 48
   k = 5,    li = 2,      iteration = 6,       correct train = 46,       correct test = 40
   k = 5,    li = 2,      iteration = 7,       correct train = 47,       correct test = 42
   k = 5,    li = 2,      iteration = 8,       correct train = 49,       correct test = 49
   k = 5,    li = 2,      iteration = 9,       correct train = 45,       correct test = 48
   k = 5,    li = 2,      iteration = 10,       correct train = 49,       correct test = 45
   k = 5,    li = 2,      iteration = 11,       correct train = 50,       correct test = 46
   k = 5,    li = 2,      iteration = 12,       correct train = 46,       correct test = 49
   k = 5,    li = 2,      iteration = 13,       correct train = 48,       correct test = 44
   k = 5,    li = 2,      iteration = 14,       correct train = 47,       correct test = 45
   k = 5,    li = 2,      iteration = 15,       correct train = 46,       correct test = 47
   k = 5,    li = 2,      iteration = 16,       correct train = 46,       correct test = 41
   k = 5,    li = 2,      iteration = 17,       correct train = 48,       correct test = 44
   k = 5,    li = 2,      iteration = 18,       correct train = 47,       correct test = 46
   k = 5,    li = 2,      iteration = 19,       correct train = 46,       correct test = 45
   k = 5,    li = 2,      iteration = 20,       correct train = 48,       correct test = 47
   k = 5,    li = 2,      iteration = 21,       correct train = 49,       correct test = 46
   k = 5,    li = 2,      iteration = 22,       correct train = 49,       correct test = 49
   k = 5,    li = 2,      iteration = 23,       correct train = 49,       correct test = 48
   k = 5,    li = 2,      iteration = 24,       correct train = 48,       correct test = 43
   k = 5,    li = 2,      iteration = 25,       correct train = 46,       correct test = 41
   k = 5,    li = 2,      iteration = 26,       correct train = 44,       correct test = 39
   k = 5,    li = 2,      iteration = 27,       correct train = 46,       correct test = 43
   k = 5,    li = 2,      iteration = 28,       correct train = 48,       correct test = 45
   k = 5,    li = 2,      iteration = 29,       correct train = 46,       correct test = 46
   k = 5,    li = 2,      iteration = 30,       correct train = 48,       correct test = 49
   k = 5,    li = 2,      iteration = 31,       correct train = 47,       correct test = 44
   k = 5,    li = 2,      iteration = 32,       correct train = 49,       correct test = 47
   k = 5,    li = 2,      iteration = 33,       correct train = 47,       correct test = 46
   k = 5,    li = 2,      iteration = 34,       correct train = 43,       correct test = 48
   k = 5,    li = 2,      iteration = 35,       correct train = 48,       correct test = 43
   k = 5,    li = 2,      iteration = 36,       correct train = 48,       correct test = 45
   k = 5,    li = 2,      iteration = 37,       correct train = 48,       correct test = 46
   k = 5,    li = 2,      iteration = 38,       correct train = 46,       correct test = 44
   k = 5,    li = 2,      iteration = 39,       correct train = 43,       correct test = 46
   k = 5,    li = 2,      iteration = 40,       correct train = 41,       correct test = 47
   k = 5,    li = 2,      iteration = 41,       correct train = 47,       correct test = 45
   k = 5,    li = 2,      iteration = 42,       correct train = 46,       correct test = 45
   k = 5,    li = 2,      iteration = 43,       correct train = 48,       correct test = 48
   k = 5,    li = 2,      iteration = 44,       correct train = 45,       correct test = 48
   k = 5,    li = 2,      iteration = 45,       correct train = 48,       correct test = 45
   k = 5,    li = 2,      iteration = 46,       correct train = 45,       correct test = 46
   k = 5,    li = 2,      iteration = 47,       correct train = 49,       correct test = 47
   k = 5,    li = 2,      iteration = 48,       correct train = 45,       correct test = 43
   k = 5,    li = 2,      iteration = 49,       correct train = 47,       correct test = 47
   k = 5,    li = 2,      iteration = 50,       correct train = 46,       correct test = 42
   k = 5,    li = 2,      iteration = 51,       correct train = 45,       correct test = 42
   k = 5,    li = 2,      iteration = 52,       correct train = 49,       correct test = 47
   k = 5,    li = 2,      iteration = 53,       correct train = 47,       correct test = 47
   k = 5,    li = 2,      iteration = 54,       correct train = 48,       correct test = 46
   k = 5,    li = 2,      iteration = 55,       correct train = 49,       correct test = 42
   k = 5,    li = 2,      iteration = 56,       correct train = 46,       correct test = 43
   k = 5,    li = 2,      iteration = 57,       correct train = 47,       correct test = 39
   k = 5,    li = 2,      iteration = 58,       correct train = 46,       correct test = 47
   k = 5,    li = 2,      iteration = 59,       correct train = 46,       correct test = 43
   k = 5,    li = 2,      iteration = 60,       correct train = 48,       correct test = 45
   k = 5,    li = 2,      iteration = 61,       correct train = 49,       correct test = 47
   k = 5,    li = 2,      iteration = 62,       correct train = 46,       correct test = 45
   k = 5,    li = 2,      iteration = 63,       correct train = 46,       correct test = 42
   k = 5,    li = 2,      iteration = 64,       correct train = 48,       correct test = 44
   k = 5,    li = 2,      iteration = 65,       correct train = 47,       correct test = 44
   k = 5,    li = 2,      iteration = 66,       correct train = 46,       correct test = 46
   k = 5,    li = 2,      iteration = 67,       correct train = 43,       correct test = 48
   k = 5,    li = 2,      iteration = 68,       correct train = 45,       correct test = 45
   k = 5,    li = 2,      iteration = 69,       correct train = 46,       correct test = 42
   k = 5,    li = 2,      iteration = 70,       correct train = 48,       correct test = 47
   k = 5,    li = 2,      iteration = 71,       correct train = 49,       correct test = 45
   k = 5,    li = 2,      iteration = 72,       correct train = 43,       correct test = 46
